ord,tree,genotype,block,Depth,latitude,longitude,cop_id,height,dbh,agb,root_CN,Lig,BD,Sand,Clay,Silt,SiCl,pH_soil,CEC,base_sat,POMC,MAOMC,TotC,TotC_30,POMC_st,MAOMC_st,TotC_st,TotC_st_30,POM_CN,MAOM_CN,soil_CN,C_chk_rel,C_chk_id,Al_ppm_root,Al_ppm_soil,Al_ppm_diff,B_ppm_root,Cu_ppm_root,Cu_ppm_soil,Cu_ppm_diff,Fe_ppm_root,Fe_ppm_soil,Fe_ppm_diff,Mn_ppm_root,Mn_ppm_soil,Mn_ppm_diff,Na_ppm_root,Na_ppm_soil,Na_ppm_diff,Ni_ppm_root,Ni_ppm_soil,Ni_ppm_diff,Zn_ppm_root,Zn_ppm_soil,Zn_ppm_diff,pCa_root,pCa_soil,pCa_diff,pK_root,pK_soil,pK_diff,pMg_root,pMg_soil,pMg_diff,pP_root,Cr_ppm,pPOM,pP_soil,pP_diff,pS_root
57,GW-11026-3,GW-11026,3,15,46.1212,-123.271222,Non-coppiced,580,14,2.028800498342162,56.36393805309735,38.94,0.7673842183892435,12.349999999999994,43.400000000000006,44.25,87.65,4.89,34.0991552165552,46.8118318919684,6.77,38.19,48.3,37.493694982394366,7.792786737742768,43.95960495042781,55.5969866223007,86.77068620127666,21.838709677419352,12.521311475409837,13.379501385041552,-6.915113871635619,Good,4388.33,4.3052,4384.0248,16.381,17.961,6.04435,11.916649999999999,4564.96,308.95885,4256.00115,221.582,54.2305,167.3515,214.389,47.66015,166.72885000000002,9.824,3.0011,6.8229,83.04,5.6753,77.3647,0.89351,0.24720671000000002,0.64630329,0.45625,0.007181274999999999,0.449068725,0.16089,0.038529005,0.122360995,0.10044,98.554,14.016563146997928,0.011028244999999999,0.08941175500000001,0.13154
58,GW-9768-1,GW-9768,1,15,46.121425,-123.269425,Non-coppiced,1370,21.8,5.886883596328561,72.0266106442577,22.81,0.34649599348091814,10.350000000000009,41.699999999999996,47.949999999999996,89.64999999999999,5.13,22.8598267327202,57.583563019219,3.23,38.83,53.099999999999994,39.433556542758204,1.6787730884150485,20.181659140296073,27.598405880755127,61.48405371451854,14.043478260869565,13.074074074074073,13.756476683937823,-20.7909604519774,Good,1789.09,4.81895,1784.2710499999998,14.502,11.248,5.2442,6.003799999999999,1371.57,337.2052,1034.3647999999998,219.069,45.2081,173.8609,335.396,30.58235,304.81365,5.807,3.2558,2.5512000000000006,107.912,7.81215,100.09985,1.28066,0.2043974,1.0762626,1.15373,0.023264595,1.1304654049999998,0.11712,0.026569655,0.090550345,0.098,14.053,6.0828625235404905,0.011511995,0.086488005,0.15877
59,GW-9768-2,GW-9768,2,15,46.121617,-123.269886,Non-coppiced,1160,19.9,4.727368187944329,62.773148148148145,34.57,0.8332880619312781,8.350000000000009,42.15000000000001,49.49999999999998,91.64999999999999,5.1,25.1157049576366,64.1086721825854,2.66,18.77,24.2,41.541302531445474,3.3248193671058006,23.461225383675135,30.248356648105393,93.69008046991715,19,9.878947368421052,10.803571428571429,-11.446280991735536,Good,1928.53,1.58785,1926.94215,11.215,17.797,5.33745,12.45955,1700.74,353.73495,1347.00505,321.619,36.4604,285.15860000000004,214.914,60.22815,154.68585,6.867,3.1653,3.7017,75.427,4.19945,71.22755000000001,0.90326,0.25553552,0.6477244799999999,0.35936,0.007624725,0.351735275,0.11377,0.03440642,0.07936357999999999,0.10705,18.464,10.991735537190085,0.01015246,0.09689754,0.13338
60,GW-9768-3,GW-9768,3,15,46.121264,-123.271436,Non-coppiced,840,25,8.184139886840102,93.77079482439925,30.88,0.5375186744533478,9.490796079368863,40.30600047812576,50.20320344250538,90.50920392063114,5.35,23.0219546229097,62.4631785547852,8.51,22.62,40.5,28.389401157946462,6.861425879396984,18.238008624202088,32.654259473040874,67.67737505093032,26.59375,10.570093457943925,13.590604026845638,-23.135802469135797,Good,4119.83,2.05875,4117.77125,15.206,11.969,4.8892,7.0798,4093.63,336.5189,3757.1111,198.69,36.52975,162.16025,273.113,54.52025,218.59275,6.357,3.0243,3.3327,68.715,3.2419,65.4731,1.06462,0.22890675500000002,0.8357132449999999,0.51352,0.00746365,0.5060563499999999,0.15552,0.030077839999999998,0.12544216,0.09637,82.151,21.012345679012345,0.007833785000000001,0.088536215,0.08125
61,GW-9776-1,GW-9776,1,15,46.121,-123.269258,Non-coppiced,1160,24.3,7.643710747994928,60.21111111111111,31.41,1.0851894608176016,2.8499999999999943,37.150000000000006,60,97.15,4.96,46.1963078350056,37.6593296095034,2.24,17.59,22.9,22.41509701348916,3.6462365883471413,28.632723923672422,37.27625797908461,65.25090146679344,17.230769230769234,9.994318181818182,10.315315315315315,-13.406113537117905,Good,3859.18,0.192,3858.988,27.434,27.297,5.57875,21.71825,6618,374.587,6243.4130000000005,703.303,117.7569,585.5461,255.57,51.59805,203.97195,10.76,2.5083,8.2517,75.29,5.4475,69.8425,0.99256,0.27427624500000003,0.718283755,0.47346,0.01112265,0.46233735,0.14958,0.038086465,0.11149353499999999,0.09891,59.249,9.78165938864629,0.013709115,0.085200885,0.1138
62,GW-9776-2,GW-9776,2,15,46.121453,-123.270133,Non-coppiced,1270,26.9,9.761070794324157,70.35034482758621,28.92,0.6702091538774957,15.649999999999991,37.150000000000006,47.2,84.35000000000001,5.46,21.4365129732441,65.916210303796,10.53,57.57,87.10000000000001,83.64941139468009,10.585953585495044,57.87591148309114,87.56282595409482,189.63411313323377,20.64705882352941,14.648854961832061,15.581395348837209,-21.81400688863377,Good,5001.93,4.6053,4997.3247,13.426,15.324,5.0219,10.3021,3389.78,358.22345,3031.5565500000002,215.853,37.4531,178.3999,264.398,41.775,222.62300000000002,9.633,2.7922,6.8408,82.187,5.2969,76.8901,1.21446,0.224628125,0.9898318750000001,0.47371,0.01025797,0.46345203,0.14589,0.029448905,0.116441095,0.09193,73.974,12.089552238805968,0.01263172,0.07929828,0.11263
63,GW-9776-3,GW-9776,3,15,46.120906,-123.271625,Non-coppiced,1180,25,8.184139886840102,66.42043795620437,28.68,0.8272103762053511,0,49.650000000000006,52.5,102.15,5.75,25.9923090732999,80.9770652308873,4.47,29.2,38.6,36.28011457930752,5.546445572456879,36.23181447779437,47.89548078228983,81.27733600434607,19.43478260869565,12.016460905349794,12.532467532467532,-12.7720207253886,Good,7791.87,0.29505,7791.57495,16.934,22.19,5.81365,16.376350000000002,7448,231,7217,808.822,93.8789,714.9431,495.271,66.8711,428.3999,16.179,3.3494,12.8296,76.802,8.36025,68.44175000000001,1.06799,0.32687577500000004,0.741114225,0.35706,0.01082795,0.34623205,0.19554,0.04962764,0.14591236,0.10036,193.432,11.580310880829014,0.013644874999999999,0.086715125,0.09965
64,GW-9854-1,GW-9854,1,15,46.120794,-123.269569,Non-coppiced,850,14.5,2.2074917157199727,83.8330550918197,15.56,0.981257639549097,0,40.38941587618572,60.35946080878682,100.74887668497254,5.4,26.1363493347269,72.5537797642275,2.81,19.27,26.56053141329228,24.621036088641926,4.136000950699444,28.36325207116665,39.09408653966524,71.01662490717848,16.52941176470588,10.036458333333334,10.498233760194577,-16.869133164444104,Good,2758.4,0.32335,2758.07665,11.212,13.173,5.2819,7.8911,3467.36,296.27925,3171.08075,189.082,130.97075,58.111249999999984,304.326,47.44945,256.87655,7.8,2.94415,4.85585,53.706,9.27525,44.43075,0.8574,0.291234045,0.566165955,0.42019,0.023191355,0.396998645,0.10733,0.04320306,0.06412694,0.06145,122.632,10.579607599996018,0.019594280000000002,0.04185572,0.09435
65,GW-9854-2,GW-9854,2,15,46.120978,-123.270358,Non-coppiced,1190,13.3,1.7933021757641454,66.6181592039801,35.76,0.7300692652451446,4.123969007748059,46.6883279180205,49.18770307423144,95.87603099225194,5.16,27.3415159997213,67.2910017129586,8.3,42.66,63.714593473752416,57.46671492301671,9.08936235230205,46.717132283036804,69.77409966416326,126.69233102366346,21.842105263157897,13.045871559633026,14.447753622166076,-20.018323555665074,Good,1990.38,1.17715,1989.2028500000001,11.43,31.393,6.19265,25.20035,2583.53,211.9587,2371.5713,1257.74,105.22705,1152.51295,350.828,283.1858,67.6422,9.898,3.32915,6.568849999999999,72.697,7.68235,65.01465,0.84647,0.27268463499999995,0.573785365,0.22328,0.00976686,0.21351314000000002,0.08409,0.039389679999999996,0.04470032,0.09374,44.984,13.026842905965072,0.022480965000000002,0.071259035,0.12446
66,GW-9854-3,GW-9854,3,15,46.121075,-123.271742,Non-coppiced,790,14.5,2.2074917157199727,49.720111214087126,42.78,0.9426524514464213,0,40.38,60.75,101.13,5.34,27.2780504094203,75.4694345836052,5.89,24.22,35.794020757826146,33.00077226988634,8.328334408529132,34.24656356104848,50.61198212173336,90.09775558363748,21.03571428571428,10.669603524229075,11.73574451076267,-15.879805167133593,Good,1790.07,0.44745,1789.62255,12.522,31.684,5.63245,26.05155,1605.02,264.6311,1340.3889,245.192,135.08785,110.10415,200.853,115.1743,85.6787,8.105,2.64325,5.46175,72.473,9.28245,63.19055,0.90702,0.31735946,0.5896605400000001,0.44016,0.017079595,0.423080405,0.10154,0.045359055,0.056180945,0.07144,29.666,16.455262290454435,0.022637295,0.048802705,0.14195
67,SLMC-28-2-1,SLMC-28-2,1,15,46.121519,-123.269211,Non-coppiced,1280,16.400000000000002,2.9684875344353725,70.22849462365592,29.33,0.7021933994295804,4.1000000000000085,38.400000000000006,57.499999999999986,95.89999999999999,5.13,25.5443911789298,58.5596073680097,8.64,48.09,73.3,52.48725296942128,9.100426456607362,50.65272086785278,77.20616426728236,105.77824595952738,18.382978723404257,13.395543175487466,14.68937875751503,-22.60572987721691,Good,1431.92,2.9914,1428.9286,8.776,13.235,5.1163,8.1187,1669.7,390.39705,1279.30295,151.261,43.0976,108.1634,166.454,63.29145,103.16255000000001,4.583,3.27275,1.3102500000000004,57.701,5.0588,52.6422,0.65924,0.233377005,0.425862995,0.50312,0.010287165000000001,0.492832835,0.08107,0.033010695,0.048059305000000004,0.10175,27.791,11.787175989085949,0.0088627,0.09288729999999999,0.09707
68,SLMC-28-2-2,SLMC-28-2,2,15,46.121014,-123.270239,Non-coppiced,1120,15.9,2.7554284334510974,63.00242424242424,35.02,0.7453144098872743,0.7999999999999972,44.650000000000006,54.55,99.2,5,27.855074690078,53.9832502959837,5.18,35.26,52.9,44.57086347545021,5.79109296482412,39.41967913893793,59.14069842455521,103.23772409344018,19.92307692307692,12.20069204152249,13.598971722365038,-23.5538752362949,Good,3647.47,2.13715,3645.33285,14.251,22.328,5.1383,17.1897,3046.01,344.27665,2701.7333500000004,538.595,56.0444,482.55060000000003,190.542,46.934,143.608,10.701,2.5977,8.1033,102.963,6.8401,96.12289999999999,0.80382,0.23202792,0.57179208,0.49548,0.012971445,0.48250855499999995,0.12681,0.0347882,0.09202180000000001,0.12728,60.021,9.792060491493384,0.011462054999999999,0.115817945,0.12547
69,SLMC-28-2-3,SLMC-28-2,3,15,46.121089000000005,-123.2722,Coppiced,690,11.9,1.7466455031706827,55.074388947927744,23.59,0.9443501290234959,0,43.400000000000006,57.499999999999986,100.89999999999999,4.91,29.5352345752508,52.0623546634562,9.59,33.44,50.9,37.78570543200875,13.584476606002989,47.368602471818555,72.10113235094391,105.57468762732583,23.974999999999998,12.57142857142857,14.178272980501394,-15.461689587426322,Good,3504.51,2.4798,3502.0302,12.285,16.302,4.9,11.402,2799.99,250.83935,2549.1506499999996,247.018,77.5064,169.5116,203.886,35.97445,167.91155,7.477,2.36275,5.11425,74.65,6.367,68.283,0.66307,0.23606702,0.42700298000000003,0.66111,0.025850639999999998,0.6352593599999999,0.11614,0.03304968,0.08309032,0.11272,51.334,18.840864440078587,0.011925215,0.100794785,0.11607
